interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
4306471|652|26|3|38|Chat|1
5265912|948|36|1|47|In-Person|2
8810949|309|7|1|49|Chat|2
1499707|1036|45|1|43|Call|1
3886768|247|22|1|35|Email|2
3853605|1011|8|5|23|Email|3
1843097|1193|62|2|32|Email|1
14203|1609|43|3|13|Chat|5
2072325|1592|93|3|35|Chat|4
9482520|1571|73|2|33|Chat|4
8068342|1632|55|2|38|In-Person|4
6448401|1239|32|3|46|Call|5
6684429|91|52|5|17|Chat|4
7871161|380|52|1|42|Email|2
6174510|979|38|3|10|Chat|5
7855648|683|73|1|49|In-Person|3
8551466|255|35|3|43|Call|2
9517947|19|64|2|15|Email|4
9499798|1442|57|4|49|Call|3
2254825|986|1|5|43|In-Person|1
6124252|694|67|1|25|Call|5
1912717|639|55|2|5|In-Person|2
508375|789|15|5|5|In-Person|5
7351256|934|49|3|36|Call|4
7616316|997|42|4|8|In-Person|4
8069676|516|55|1|29|Email|1
8739305|116|46|5|33|In-Person|3
3723940|1790|15|2|1|Chat|2
8714802|46|89|4|44|Email|2
5202126|950|44|2|22|Chat|5
5738108|1073|24|3|1|Email|4
7217810|1800|91|2|32|Chat|5
8831852|915|45|5|44|Chat|1
5596061|1003|16|1|23|Call|4
1399253|401|4|2|6|Chat|2
4886656|1384|35|2|49|Call|1
6511540|522|32|2|44|Email|3
4420268|1333|28|3|19|Chat|2
7349252|522|93|2|22|Email|1
7292867|278|45|1|34|Call|5
1500932|1690|68|1|26|Chat|3
6432292|1495|34|5|4|Call|3
5518391|1822|44|2|38|Call|2
1657100|1015|48|2|4|In-Person|1
4601824|47|7|3|15|Call|4
914253|658|4|3|8|Email|4
7245498|711|87|3|8|Email|5
8777820|1462|47|2|6|Call|1
9182378|1345|89|5|36|In-Person|3
9865758|1767|34|2|44|Chat|2
1854242|456|27|5|31|Email|5
3382029|261|85|1|32|Email|1
8487088|1628|72|1|26|In-Person|1
2461126|568|36|1|47|Chat|1
3905839|1340|29|1|11|Call|1
1533199|1787|82|1|30|Call|1
739248|52|94|1|10|In-Person|5
7192076|1067|4|2|48|Chat|1
7848456|1797|43|2|2|In-Person|3
5058294|1554|13|4|27|Email|5
6029557|280|93|4|42|Chat|3
9146180|589|18|5|23|Call|2
104654|1486|34|2|1|Call|5
185552|1685|1|5|8|Chat|4
8912035|658|48|1|40|Email|1
4528739|478|47|4|17|Email|5
4380267|1343|58|2|41|Email|2
3763009|818|46|2|11|Email|5
2248841|1542|37|1|48|Call|3
7139396|375|14|2|15|In-Person|1
1224566|235|28|5|48|Chat|3
2734931|1487|87|5|4|Call|2
8079987|444|12|4|34|Call|2
19307|773|95|5|40|In-Person|2
2835452|475|13|3|4|In-Person|2
717392|591|17|1|49|Call|5
917590|636|90|3|10|Call|1
9348213|454|76|4|26|Call|3
5336959|963|85|5|38|Chat|4
8669892|1212|27|4|5|Call|3
5056905|573|60|5|46|Call|2
7466988|1458|42|4|42|Call|5
2480595|510|26|1|6|Chat|3
1883349|1485|69|5|8|Email|5
9833389|406|76|3|20|Email|5
2006487|1698|78|3|33|In-Person|1
2048322|1078|91|3|24|Chat|3
4051184|361|69|4|21|Chat|2
8772447|921|5|4|30|Call|1
7945712|65|46|1|41|In-Person|1
6827192|1493|42|2|11|Chat|1
6778184|893|89|3|8|Call|1
2573618|988|100|1|2|Chat|1
3835124|865|90|4|14|Email|3
5133897|1492|70|4|22|Chat|2
2793885|1435|97|2|37|Chat|3
6551088|1290|86|4|16|Chat|3
3009737|534|40|3|7|Call|4
5998222|542|72|5|20|Email|1
460267|953|30|2|25|In-Person|4
1879937|1091|83|2|10|Call|5
6001835|1630|54|4|15|Email|5
7068178|759|100|1|43|Email|4
1620138|835|34|3|19|Chat|1
5985884|366|43|2|42|Chat|5
5903857|1402|12|4|22|Chat|1
9714006|1370|57|4|42|Chat|1
536120|1364|5|3|5|Chat|4
1374263|845|75|2|10|Email|3
8579014|802|84|2|44|Chat|1
2575306|1619|97|1|32|Chat|1
1422932|1263|100|1|32|Call|4
3746467|642|56|3|38|Call|4
6384055|1022|76|2|38|Email|4
7494468|1126|43|2|22|Call|2
1370688|509|3|5|14|Chat|4
9699992|1311|14|5|40|Chat|2
4187279|1251|12|2|34|Call|2
7975084|564|83|5|35|Chat|1
7516303|915|77|5|9|Email|2
3570053|907|1|2|3|In-Person|2
4612598|797|62|1|27|In-Person|3
378006|1595|85|1|20|In-Person|5
9565962|298|67|5|7|Chat|5
3096312|7|58|4|39|Email|2
8925988|132|92|1|17|Email|2
2298942|561|11|4|41|Call|1
4966671|1422|24|3|45|In-Person|4
8102504|450|46|4|35|In-Person|3
8165237|1253|26|5|36|Call|3
6627542|623|76|4|47|Chat|1
27635|787|47|4|34|Email|2
2154289|1741|18|4|44|In-Person|4
5206182|411|2|1|32|Chat|1
8759169|248|50|3|9|In-Person|4
1591919|771|15|4|16|Call|2
1446736|1483|34|4|26|Call|3
2593376|70|62|2|16|Email|2
6054063|1273|32|1|30|Call|5
222698|1088|19|4|30|Chat|5
7892158|613|79|4|45|In-Person|4
9337232|50|17|3|17|In-Person|2
6654025|1725|39|3|36|In-Person|4
4557668|1042|40|2|31|Email|3
6707651|1198|66|5|29|Email|3
2371994|1661|7|1|42|In-Person|1
4973381|766|69|2|45|Call|5
7758873|433|24|4|14|Email|4
8235425|783|38|2|22|Call|3
5026508|336|52|4|5|Email|1
7599962|1449|50|4|25|Call|3
1285831|1571|94|1|18|Chat|3
2020926|971|81|1|44|Email|1
1664147|341|52|5|14|Call|2
3566624|422|64|5|23|Chat|2
2402018|1473|37|3|4|In-Person|1
2233283|954|93|2|23|Email|5
5093026|715|3|2|36|Chat|5
1146902|1721|25|2|43|Chat|2
4708223|1433|65|3|1|In-Person|2
8479448|328|41|3|2|Email|3
570632|43|20|5|19|Email|4
6974215|1602|72|1|33|Email|1
289589|812|69|3|9|Call|3
132481|371|59|4|8|Chat|4
5824837|817|100|4|33|Chat|3
7581793|941|93|4|39|Chat|1
3110416|272|64|2|22|Chat|2
2663445|703|83|1|36|Call|2
1841388|186|58|3|26|Call|5
6317974|680|58|3|19|Email|1
5086152|1325|30|1|6|In-Person|1
8521897|1430|82|4|30|Call|5
480798|1343|46|5|6|Chat|2
1765216|16|71|2|42|Chat|4
6356944|702|77|3|32|Call|1
5368886|611|31|4|13|Chat|5
5640472|1057|10|4|48|Call|3
9538485|1336|32|4|22|Email|3
8244525|274|19|5|31|Chat|2
898148|821|96|2|15|Email|4
9111195|444|86|5|30|In-Person|5
944300|1330|13|3|23|Call|4
5292821|895|10|5|11|In-Person|1
6608050|322|25|4|32|Email|4
5887568|150|91|5|40|Chat|5
1889181|956|14|4|50|Call|5
5107638|851|98|2|11|In-Person|3
5607717|1644|77|1|45|In-Person|2
8345867|956|80|3|44|Call|3
9130920|872|13|3|27|Email|1
1128400|1238|44|1|39|Email|3
4031112|431|5|1|38|Chat|5
5822865|1271|94|2|28|Call|4
7881391|738|76|4|14|Email|5
1277072|837|87|1|30|Email|5
5312079|104|23|4|12|Email|1
6247935|1328|90|5|14|Chat|2
618040|1728|38|5|21|Email|2
8339273|1197|18|2|42|Email|1
1519545|753|6|4|26|Chat|4
5353899|836|71|2|35|In-Person|3
831106|129|56|1|13|In-Person|1
7186299|698|97|5|28|Chat|3
4096132|375|87|5|43|Call|1
5455309|1235|23|5|42|Email|2
7300601|797|88|5|30|Email|1
8055148|148|33|2|26|Call|5
8035828|344|52|3|24|Call|3
827508|1071|8|2|1|Email|5
5695505|1405|50|2|32|In-Person|4
1834675|1688|73|3|26|Call|1
3209275|55|64|4|15|Call|3
8338355|1647|8|5|49|Call|3
8854474|1636|83|3|17|Call|4
8613575|1644|70|5|39|Chat|2
1232953|284|33|4|7|Call|2
3178684|601|26|3|11|Call|2
7519280|1441|58|3|33|In-Person|4
4381589|856|25|2|38|Call|5
5803919|210|61|1|32|Call|1
9892435|1694|47|4|25|Email|2
5448296|1212|10|3|48|Chat|4
2337233|1165|59|5|3|Email|2
8015852|1451|38|5|24|Chat|4
6621180|572|97|5|40|In-Person|4
4790341|1183|69|2|41|Email|4
6032898|358|9|3|15|Chat|2
3940277|1266|52|4|32|Call|2
7801349|1251|95|3|38|Call|4
9263736|970|91|2|9|Email|1
9758923|1424|92|4|47|In-Person|1
6338229|1034|17|1|30|Call|4
733217|1321|80|4|32|Email|4
9820006|902|54|2|1|Email|4
8741039|810|10|3|22|Email|2
1578455|863|89|5|25|Call|1
3040785|1593|75|2|11|Chat|1
9339031|324|54|1|33|Chat|3
2219338|637|95|4|34|Chat|2
5694389|796|15|1|17|In-Person|1
9134579|1079|13|1|22|Call|1
4022778|659|85|1|7|Email|5
7342537|692|31|4|17|Chat|4
6439960|1548|91|2|45|Chat|2
1746621|144|71|5|1|In-Person|4
5559215|1253|63|1|15|Call|5
8181395|1724|18|5|45|In-Person|3
670180|603|46|3|29|Email|2
488501|678|60|4|19|Call|4
4194600|335|6|4|11|Chat|5
4564769|1307|31|1|38|Call|1
7495301|369|68|5|32|In-Person|5
448167|546|44|4|50|Email|3
6009582|1256|62|1|40|Email|2
7209981|1233|61|4|1|Chat|1
9259002|37|98|1|39|Chat|3
6746599|1538|38|4|20|Email|4
1193432|547|20|1|16|Chat|4
4522382|78|91|4|15|Chat|5
6363220|1392|52|1|1|Email|1
8317573|1269|18|1|18|Call|5
7089146|1762|48|5|8|In-Person|1
8894126|1790|58|4|29|Chat|1
3828736|828|49|1|3|Call|4
3750944|611|95|2|20|In-Person|2
5367019|376|21|2|3|Chat|5
5817734|1605|20|2|35|Email|5
526458|1683|17|2|1|Chat|3
9210686|308|42|2|44|Email|5
5111250|1118|71|1|28|In-Person|3
3550020|1744|33|5|5|Chat|4
5193770|308|34|5|36|Email|1
7656803|653|42|2|23|In-Person|2
3839475|931|32|3|29|Call|3
1553807|1420|39|5|25|Email|4
97555|272|27|5|13|Call|3
4013314|1449|14|1|27|In-Person|2
6494260|1393|29|2|20|Call|3
5068249|287|30|2|38|In-Person|5
1092430|582|37|4|37|Call|5
1050630|597|75|5|13|Chat|4
4420586|1609|61|1|26|Chat|1
5079934|135|52|2|2|In-Person|4
5393971|1606|15|4|36|Email|4
6653668|1390|11|2|38|Call|3
5762552|1810|36|4|9|Call|5
4264229|366|51|4|26|Call|5
4468948|939|13|3|2|Email|3
9436594|272|24|2|30|In-Person|5
6980652|1671|66|3|29|Email|3
8000214|1312|22|4|27|Chat|5
8491214|816|71|4|22|Chat|1
1465014|1210|22|3|4|Chat|5
2721704|268|38|3|44|Call|3
362697|1484|6|2|47|Call|5
1097543|408|24|2|3|In-Person|2
4161576|1080|64|1|37|Email|3
5734570|542|94|4|38|Chat|3
5187155|1807|70|4|23|Chat|3
5925387|897|75|1|37|Call|4
6184331|1543|41|4|11|Call|1
3963298|1468|22|3|24|Email|2
408972|1788|76|5|11|Call|4
4914852|1217|59|2|20|Call|4
8584694|601|88|3|21|Call|4
6404636|553|52|3|28|In-Person|5
1433763|1816|9|5|25|Email|2
9777853|728|66|5|14|Chat|2
5812890|1013|8|5|38|Call|4
3973416|555|9|5|23|Chat|2
833968|1487|93|2|6|In-Person|3
7994100|303|23|4|13|Email|3
1840039|816|69|4|27|Email|4
8661483|293|64|4|47|Chat|2
2462958|1242|79|4|38|Chat|3
5784281|1516|7|3|18|Chat|3
13810|695|38|1|33|Chat|2
7668101|1212|93|1|31|In-Person|2
8366470|435|90|4|20|In-Person|2
1460779|1746|40|2|4|In-Person|3
6595051|1384|45|1|10|Email|3
9500659|768|36|4|24|Email|5
3505022|1686|96|4|5|Call|1
7858134|973|69|4|37|Chat|1
9845871|693|90|2|10|In-Person|1
2997480|489|82|3|20|Email|2
5284148|1711|93|1|39|Call|1
6873398|1508|69|1|21|Call|1
533036|887|7|3|34|Chat|5
9499576|1472|24|3|21|Call|1
9645771|1172|94|5|44|In-Person|3
9339252|282|87|3|35|Email|2
3381118|1517|61|5|22|Call|1
4027346|1494|96|4|4|Chat|5
191626|937|39|4|16|Chat|2
4912152|1226|100|4|46|Chat|4
4421693|266|98|1|29|Email|3
2928045|262|35|5|37|In-Person|3
4813769|430|38|1|41|In-Person|5
9487040|1039|75|3|33|Call|1
549400|422|84|2|28|Email|3
8464068|1743|13|1|17|Email|3
6783004|1364|76|1|45|In-Person|3
5455875|868|12|2|28|Email|5
1219234|691|50|1|35|In-Person|2
2644193|720|25|1|13|Chat|5
3646506|1425|71|3|15|Call|2
5477|1410|23|2|46|In-Person|3
3655829|1414|17|1|43|Email|1
8149519|1515|6|3|10|Email|1
4371171|1489|8|1|7|Chat|3
3973876|898|19|5|34|Chat|2
1718105|241|99|2|46|Email|2
3534243|1561|50|4|33|Email|4
2201846|1381|9|5|30|Call|2
2055205|1721|43|5|12|In-Person|1
7097369|1517|7|1|45|Call|4
2229608|735|97|5|18|Call|3
254216|468|96|3|44|In-Person|3
5798908|1721|71|1|19|In-Person|4
3732238|1457|98|5|2|Chat|3
2419236|1296|8|2|20|Chat|1
783426|1268|41|2|11|In-Person|2
499417|1629|54|2|50|In-Person|4
4854524|819|9|2|42|Chat|3
2662326|574|40|3|28|In-Person|2
8068303|1204|61|4|44|Call|2
1503622|598|90|5|33|Chat|3
531678|1594|50|1|22|Chat|2
6695975|1603|89|2|5|Call|3
7524960|1734|13|3|15|Email|3
933816|1464|46|2|20|Chat|5
6191185|603|22|1|28|Email|3
6533605|680|6|2|35|Chat|3
9410853|1735|28|5|37|Email|5
980123|448|46|1|28|In-Person|3
7636412|730|71|1|17|Call|4
3851977|438|25|3|35|Call|4
8888714|170|56|1|41|Email|1
557012|1392|72|4|23|Call|4
4239425|1461|13|1|46|Call|2
2032144|590|20|3|15|In-Person|2
3169808|1568|9|4|27|In-Person|1
7342214|1690|39|5|5|In-Person|1
46831|1595|83|4|21|In-Person|5
5932569|925|5|3|25|In-Person|4
8464569|1410|29|2|25|Email|5
3647095|210|26|4|48|Email|5
9602132|785|23|3|44|Chat|2
2403110|637|24|5|33|Chat|4
6811901|1399|5|1|24|Call|1
3719639|1011|98|4|49|Chat|3
3115790|366|55|2|37|Call|2
1956794|499|22|1|11|In-Person|4
4362138|76|3|3|20|Chat|3
3696704|220|100|5|40|Call|5
8996835|1094|85|5|2|In-Person|2
5756982|1693|10|2|13|Email|5
9542087|104|90|1|40|Call|2
7736643|1525|49|5|18|Chat|1
7402009|1791|95|2|20|In-Person|4
1959332|968|60|2|8|Call|3
5912982|1003|33|3|18|Email|1
7742420|1617|45|5|7|In-Person|2
5278869|1320|26|2|11|Chat|1
1643270|1639|81|2|33|Email|2
493239|653|71|3|35|In-Person|4
1550938|199|40|2|15|Call|5
9373815|1576|28|3|19|In-Person|3
4324210|484|78|1|22|In-Person|3
989366|252|11|1|10|Email|4
6472034|1765|45|3|17|In-Person|3
358284|1535|36|2|36|In-Person|4
4054481|1697|21|4|31|In-Person|4
7883909|608|99|2|3|Call|4
8632713|172|59|5|9|In-Person|3
9039076|1353|42|4|44|In-Person|1
5019845|910|8|3|9|In-Person|1
8418020|1563|25|3|44|Chat|2
8879927|227|26|5|20|Call|2
5333992|1824|84|2|31|Call|3
5485031|1025|48|4|4|Email|2
5252247|1681|8|1|44|Chat|2
3176428|1778|71|5|43|Email|5
1027813|1060|28|5|17|Chat|3
4206992|1824|4|4|2|Call|2
406896|589|20|2|7|In-Person|5
4739868|1104|1|3|45|Chat|2
110080|913|6|4|33|Email|3
7767140|270|12|2|27|Chat|2
3965241|1468|62|5|27|In-Person|5
6437634|33|22|5|13|Chat|5
6754825|477|8|4|32|Chat|1
3940974|459|30|2|50|Email|1
856731|737|44|3|47|Call|4
2110429|105|20|5|17|In-Person|1
4715424|222|89|1|18|Call|2
833597|1599|46|3|4|Chat|1
396740|672|80|1|18|Call|1
5801208|599|53|5|33|In-Person|5
8202204|944|34|3|9|Email|5
2198006|86|45|1|1|Call|1
1257539|869|18|5|29|In-Person|2
6816895|934|94|5|32|Call|3
7774102|487|67|2|37|Chat|2
2767544|282|24|1|24|Call|1
2376538|1705|92|2|18|Email|4
3313235|1820|6|3|40|Call|5
6585836|33|36|3|12|In-Person|5
1165619|1143|36|3|33|Call|2
1855947|385|17|3|14|Chat|3
6961137|907|8|2|11|In-Person|5
9655866|314|89|3|42|Email|1
7586134|948|7|5|25|Chat|3
6302453|836|72|2|30|In-Person|4
5110656|834|68|3|35|In-Person|4
7068742|1191|87|1|6|Call|4
754340|1020|47|4|3|Chat|5
1298557|28|11|4|1|Email|3
7171367|1330|51|5|48|Chat|4
4112683|62|31|2|31|Chat|5
5511963|1481|62|1|33|Call|3
8370030|706|8|4|19|In-Person|3
6785433|1338|68|1|40|Email|2
9734330|1335|49|1|48|Email|1
2386053|258|75|1|12|Email|1
6905118|602|74|4|19|Chat|5
4341477|1368|4|4|47|In-Person|3
3766534|585|5|4|16|Email|1
2521503|168|74|3|39|In-Person|5
652414|804|52|4|44|Chat|5
6293490|66|7|3|21|In-Person|2
9114266|788|83|4|43|In-Person|4
946869|749|40|2|18|In-Person|5
4449199|105|8|4|23|Chat|3
3708234|425|48|5|25|Call|3
8271971|1120|92|2|14|In-Person|4
4380631|265|82|2|49|Call|2
8938544|1532|40|1|15|In-Person|3
7326608|890|61|4|47|In-Person|3
333736|1544|97|3|15|Call|3
729519|1017|60|4|6|Call|3
6097531|1043|29|1|17|Email|1
8294158|1196|90|2|48|Email|3
8820584|502|57|4|9|In-Person|4
6921424|848|13|2|23|Email|5
6894464|940|96|3|38|Email|3
1840979|1531|10|3|38|In-Person|4
2638445|1078|97|4|27|Chat|5
1001215|1782|87|2|30|Call|3
9545980|53|34|5|4|Call|4
5514856|1104|94|4|8|Call|5
2334793|14|29|5|36|Chat|2
6269388|1121|42|4|41|Email|2
3957139|693|85|2|50|Call|1
4247473|1439|61|2|12|Call|4
1114031|1594|33|3|47|Chat|3
8149699|122|12|2|39|In-Person|5
7737335|1792|13|1|39|Call|1
1475559|1397|1|3|39|Chat|5
8810354|83|27|1|15|Call|4
1619600|1212|86|4|29|Email|1
3768349|85|62|3|26|Email|3
713861|373|26|3|49|Email|5
1104641|1365|28|3|36|In-Person|1
8907878|454|23|3|49|Email|1
9180074|1408|39|2|21|Chat|2
7318586|322|84|4|32|Chat|1
6588300|370|59|1|20|In-Person|1
5170124|754|33|4|22|Chat|4
5810321|1197|40|1|32|Call|3
9719416|1742|83|5|20|Call|2
5142257|1020|81|5|22|Email|5
3321529|1563|45|3|38|Chat|3
2173384|1300|33|1|7|Email|3
7770883|266|76|5|11|Email|3
9259894|1671|58|4|2|Call|2
8682144|1436|96|4|35|Call|2
6402763|1786|52|2|30|Call|2
6768057|253|55|1|9|Email|3
6737116|1157|17|2|30|Call|5
2061267|1492|14|3|9|Chat|2
2905726|1053|1|3|46|Chat|1
5746823|1824|39|1|36|In-Person|1
4101841|67|53|5|19|Email|3
8009030|582|41|3|13|Call|3
7233768|1491|100|3|42|In-Person|5
5848356|852|8|4|30|Email|3
380853|521|66|3|14|In-Person|3
7756188|425|43|3|18|Email|1
3563889|1606|92|2|24|Chat|3
56133|664|33|1|9|Email|3
8563939|67|42|5|28|Email|5
9451006|1749|14|5|42|In-Person|5
4297371|1500|77|4|4|Email|4
7934715|1535|100|1|44|Email|4
833591|1408|81|5|47|Chat|4
561920|1064|55|5|10|Call|4
7739501|984|48|2|15|Email|4
4196370|125|33|2|10|Call|5
6433714|1595|66|3|42|Email|4
5833266|1786|18|5|34|Chat|3
8919608|99|92|3|19|Call|3
5582584|531|28|3|9|In-Person|3
7215517|526|20|5|2|Call|3
1864807|1081|64|5|44|Email|4
2124215|115|46|2|48|Email|3
7985710|912|80|3|50|In-Person|2
7507512|160|46|3|7|Call|2
8934219|1509|6|5|15|Email|2
4797643|635|52|2|32|Chat|1
6780313|247|57|4|37|In-Person|5
8620711|142|90|3|25|Call|5
1033604|1289|69|5|2|Call|1
7910843|62|48|1|31|Call|4
7352217|810|23|1|19|Call|4
5106692|246|40|2|28|Call|4
973560|1331|2|2|48|In-Person|3
9075915|202|76|2|10|Chat|4
799879|833|58|2|2|Chat|5
3615090|117|76|3|15|Email|3
4085875|646|70|4|20|Email|2
6715248|1460|47|3|18|In-Person|3
6806088|892|10|1|47|In-Person|2
8434450|1350|52|1|28|Call|3
9856504|1196|51|2|7|Chat|4
9651036|785|19|3|21|In-Person|5
4945548|1300|44|5|34|Call|5
2402564|1780|8|2|22|Chat|5
2528434|543|32|3|19|Call|2
3247742|340|90|1|16|Email|2
8034130|621|17|1|40|Chat|3
1261040|1067|33|4|20|Chat|3
3278192|1454|27|1|11|Call|4
2807264|1690|34|4|30|Email|1
3079852|1179|55|2|29|Call|4
1273953|1751|58|2|22|Chat|1
6701078|191|91|5|33|Call|2
1584551|1654|53|3|33|In-Person|2
9793647|125|76|4|32|Email|3
4102070|382|48|5|37|Email|1
9894731|1041|59|3|7|Call|2
1049471|1093|84|2|35|In-Person|2
8680110|1561|21|1|21|Call|4
8616541|41|45|5|26|Call|2
7594631|246|48|1|26|Call|3
7777684|75|20|4|6|In-Person|2
2564842|1230|46|3|31|In-Person|3
7865539|1579|69|1|42|Email|2
114322|572|84|4|8|Chat|4
882639|15|50|2|1|Email|5
288087|706|99|4|39|In-Person|5
8588653|622|99|5|32|Call|4
4992451|1671|75|5|6|Chat|2
3617942|654|17|1|1|Email|1
1908905|925|92|1|18|Email|5
7573264|720|92|5|29|Call|2
9551393|1350|13|2|33|Call|1
6152964|482|5|1|45|Chat|5
1146842|207|32|4|24|Chat|5
3405186|259|43|1|20|Chat|5
5709596|1592|35|4|28|Call|2
6215792|644|22|3|32|Chat|5
2648431|1451|38|3|41|Call|5
4619817|851|35|5|26|Email|4
1547370|1485|3|2|41|Chat|5
2232669|1194|96|2|41|Email|2
6651809|1046|74|1|12|In-Person|1
3920541|1343|92|5|37|Chat|5
8089608|1701|37|4|22|In-Person|3
6931557|535|25|3|35|Email|1
6321062|1060|46|2|27|In-Person|1
1265176|695|1|1|42|Call|5
214508|1250|52|1|27|Email|3
1112705|922|75|4|37|Email|3
3845678|199|96|5|32|In-Person|5
2023465|505|83|1|14|Chat|3
1667169|1521|21|5|20|Chat|1
8013062|1556|33|2|17|Email|3
8225183|946|73|4|36|Call|3
147524|286|79|1|15|Chat|5
4161195|1462|52|5|39|In-Person|3
4062571|37|17|3|38|Call|2
5831725|567|45|1|26|Call|4
3366578|364|40|4|40|Call|2
356598|543|1|1|30|In-Person|5
8644109|1294|67|3|26|Chat|4
7321767|1118|40|4|46|In-Person|4
1965144|996|89|4|22|In-Person|1
3176587|904|38|1|23|Chat|5
8476774|1092|53|1|49|Email|2
7152830|1123|29|3|1|Chat|1
5386199|1069|36|4|23|Chat|3
1049711|1763|77|4|1|Email|5
4480978|54|2|5|3|Call|4
1936381|1240|62|3|48|In-Person|5
1923408|911|13|2|32|In-Person|2
1019144|1615|56|3|49|Chat|5
2271956|993|67|3|50|Email|5
457595|1578|23|1|27|Chat|4
9806141|937|40|1|7|In-Person|2
292100|142|20|3|31|Email|2
4948586|1304|8|3|27|Chat|4
4740165|822|22|2|38|Email|3
7692493|1478|100|3|42|Call|3
4054218|88|14|4|48|Call|5
1407248|877|74|4|35|In-Person|2
6476418|331|16|4|30|Chat|4
7418034|1355|100|3|13|Call|1
7078696|1616|55|5|19|Email|4
6102049|401|39|3|5|Email|4
7821550|1262|81|5|33|In-Person|2
3851965|99|93|2|36|Call|5
2016043|578|98|5|35|Chat|1
1662779|517|92|4|39|In-Person|5
333811|24|91|5|17|In-Person|4
6259572|1328|7|2|31|In-Person|4
2253198|1027|41|4|39|Call|1
221019|1331|59|1|5|Email|3
2551987|192|74|1|50|Call|3
3075892|1245|96|5|12|In-Person|3
8570551|1331|37|3|16|Chat|1
1338869|1317|25|2|48|In-Person|4
9531618|727|52|4|45|Chat|3
8920080|768|27|1|4|In-Person|3
8835870|1722|52|1|32|Email|4
6304896|283|28|5|23|Email|3
1356434|451|97|2|23|Call|3
8660400|248|82|2|22|Call|5
8971084|97|39|3|46|Chat|2
8572802|128|97|5|31|Chat|1
8458582|292|82|5|5|Chat|2
3651472|973|59|3|46|Call|4
6886836|1771|84|1|21|Call|2
1471294|489|49|3|26|Chat|1
6726693|1613|45|1|43|In-Person|2
8034625|1631|30|5|42|Chat|1
2583054|1480|100|5|17|Call|1
7630097|1564|1|2|46|Call|2
9200092|1012|32|5|5|Email|3
9702098|446|85|2|30|Email|4
9178789|907|52|3|48|Email|1
3765063|480|56|2|20|Chat|1
3902799|1041|96|2|33|Call|1
2215898|877|79|5|29|In-Person|1
8621738|1376|54|5|14|Chat|1
2331091|432|13|1|7|Chat|2
1337105|606|19|5|29|Email|5
2888172|1154|76|4|10|Email|2
1516178|434|16|3|42|Call|2
8151553|1413|59|5|38|Call|1
2536594|1372|38|3|18|Email|5
984745|960|85|4|37|Call|2
1475324|1148|76|1|30|In-Person|2
9559222|715|80|5|29|Call|3
8642030|689|15|3|36|In-Person|3
1945219|885|95|3|39|Email|1
9381352|177|85|4|43|In-Person|4
1291696|1275|97|1|45|Chat|1
6017580|147|85|5|15|Email|4
4579342|302|69|2|14|Call|2
5216985|1557|35|4|21|Call|4
5158939|1182|26|5|33|Call|3
9611815|998|94|4|14|In-Person|2
3034614|684|98|1|21|In-Person|2
3814013|1685|97|3|45|In-Person|4
9517354|401|67|2|26|Chat|3
2447842|84|79|3|28|Chat|1
130499|248|93|3|50|Chat|5
8324398|1639|43|3|28|Chat|1
9986222|22|100|1|29|Call|5
6047776|406|26|4|18|Email|4
4166981|972|16|3|9|Call|3
725300|1082|68|2|14|Call|3
8577810|911|81|5|18|Chat|3
4578907|25|70|1|18|Chat|1
105545|805|17|4|46|Chat|5
2283852|1743|59|5|18|Call|3
3399222|620|69|5|17|Call|2
9297074|616|31|4|43|Chat|2
90464|1294|21|1|11|Call|3
1503756|283|40|4|8|Email|2
6019293|1456|99|4|48|Call|1
1480016|1183|1|5|7|Chat|5
9599128|876|66|3|28|Chat|2
9688262|1387|27|5|34|Call|1
9694153|1650|45|1|16|Call|2
5736762|358|6|2|17|Email|3
6440915|92|26|1|29|In-Person|2
1453172|1803|49|3|26|In-Person|2
1072152|1542|73|3|39|Email|3
2999116|1621|73|4|39|In-Person|5
2049423|232|48|1|4|Chat|4
4905521|156|45|5|15|In-Person|2
8093380|1626|74|4|17|In-Person|4
3192901|258|48|5|21|Email|3
3426315|780|19|2|44|In-Person|1
3384486|1003|21|5|45|Call|5
6498008|734|73|5|21|In-Person|1
8901938|1409|95|5|47|Call|3
2485751|178|55|1|10|Email|2
3124278|538|80|2|15|In-Person|1
687095|475|61|1|33|In-Person|5
6822173|1780|91|3|41|Email|1
5940338|1525|69|4|17|Chat|5
2990928|837|52|4|46|Call|4
3833427|335|46|1|11|In-Person|1
6022493|367|46|1|30|In-Person|2
7513667|711|8|5|30|In-Person|3
7178691|638|25|5|48|Call|4
1437653|928|18|2|50|Call|2
1246308|1216|26|5|25|In-Person|3
6713097|1560|24|1|29|In-Person|2
3720823|100|43|3|20|In-Person|2
8689772|1215|85|3|40|Chat|2
2621030|1171|4|1|31|Chat|2
5894168|1082|79|3|36|Chat|2
4880980|943|66|3|11|Email|5
1731887|368|85|3|45|Chat|4
8334922|999|32|2|44|In-Person|2
6748848|1094|3|1|37|Chat|4
9739027|82|41|1|6|In-Person|1
4852802|275|17|3|16|Chat|3
3068200|517|59|4|19|Chat|3
2828444|1155|3|1|37|Email|5
9288768|1570|43|3|48|Email|4
7622974|174|20|1|38|Chat|2
5764201|244|91|1|18|Chat|3
6000281|1742|11|5|24|Chat|3
9460217|1817|24|3|30|In-Person|3
8567310|1045|90|3|19|Email|2
