balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
86285|596|78|3|656091.11|109372.64|259896.785
97759|414|9|3|680393.79|75637.91|838902.475
46430|927|59|2|213505.52|653583.44|398164.115
47318|371|57|3|966319.95|568566.01|385554.695
69765|591|96|3|280681.23|328682.02|140534.575
5499|610|37|1|452634.34|662893.38|458427.735
35294|486|36|2|133917.13|836968.16|222877.21
11797|584|92|2|824213.23|516335.14|571978.66
65515|994|76|1|222725.94|698761.86|680679.015
17751|616|31|3|972971.03|847477.0|471417.29
20922|1318|74|2|324358.69|668963.77|633884.39
34637|54|87|2|187920.63|499035.68|387245.815
28751|574|2|1|722918.48|939633.26|350411.3
4683|819|50|3|56538.23|711105.67|801430.165
44198|1222|66|2|922318.73|406848.91|425748.465
18028|504|60|1|708357.88|675162.2|334361.83
73628|673|24|3|977452.17|181140.64|648025.385
82024|1630|48|1|831897.38|91811.12|857596.8
66896|1419|72|3|649636.75|973213.25|587411.46
87824|1560|41|2|258811.84|493883.19|352418.115
95469|1174|48|2|84497.7|623536.0|810546.23
21619|1099|74|3|980269.03|879902.56|110166.565
59585|663|86|1|79331.6|661894.27|397142.345
64245|1621|100|1|910702.43|240302.9|468627.935
66893|966|15|3|66934.11|63967.24|630657.8
75576|950|59|2|828810.65|166866.55|480275.03
25181|1752|57|2|10361.49|893106.82|934222.115
89020|1216|37|3|394617.4|160478.83|942508.295
66744|614|95|2|662883.73|791844.19|496472.5
86352|1083|67|2|539394.51|69584.23|443546.82
2038|358|73|1|380731.31|697567.84|871183.565
98343|81|74|3|533420.12|818931.7|488819.04
73976|1682|14|3|696924.76|184120.48|418196.625
32034|1105|77|2|823421.85|605704.68|515590.695
45661|76|65|1|412110.18|173591.6|721856.835
69487|196|80|2|160720.02|549348.03|247925.715
19195|1683|44|1|442801.92|32896.02|725172.875
42317|438|43|2|616692.53|956049.05|670024.74
43286|146|5|1|790297.93|251854.33|854764.465
53104|1106|14|1|605766.02|369653.63|535723.44
43350|1154|45|2|407635.85|242441.77|46240.25
63770|1634|66|3|661070.91|79887.55|365518.72
3209|165|11|1|410053.02|80707.84|838855.655
68517|961|52|2|495307.79|600954.69|320011.295
21563|579|90|1|127529.29|459980.61|808653.015
13210|1592|68|3|614384.62|499115.18|533170.455
25458|552|80|1|900292.5|148454.99|670468.49
85541|910|34|1|767062.21|912049.32|269547.495
97293|1681|67|1|570769.96|540001.3|344435.07
94847|1355|62|3|813480.21|859595.21|885760.62
26638|873|66|1|232022.9|484006.42|823998.675
28651|670|98|3|476693.37|403078.77|626271.825
79577|1216|24|3|658203.21|725223.14|799694.08
67878|1635|56|2|124199.72|416321.23|435504.395
10731|335|11|2|185471.22|367147.23|422006.625
70680|1210|76|1|830301.33|873361.29|208080.02
70960|1379|11|1|439550.38|784364.9|612930.815
22614|271|14|1|729902.66|409738.12|810270.055
48113|1687|70|1|587473.41|29962.48|913941.965
4382|1825|61|2|588025.57|914798.1|699069.61
98756|917|55|3|867043.87|557882.69|404454.225
79533|223|45|3|121533.92|818567.53|166536.485
37434|1595|80|3|299167.07|545714.45|430436.435
24917|1008|28|3|204427.99|140764.46|228276.72
58064|364|85|1|156048.42|421596.47|610953.31
60148|1070|99|1|24839.69|202155.19|837656.75
18118|1606|51|1|407795.04|915225.59|145796.695
98435|793|82|1|960598.37|87897.71|688327.985
36185|516|14|3|313305.19|117658.98|377333.755
71789|519|68|3|97744.42|961610.76|512083.555
10003|1226|35|3|622284.46|19618.15|126526.63
99604|1077|21|2|624605.17|248413.51|728726.605
21957|1086|55|3|761843.5|148894.85|499626.86
48472|1541|99|2|846175.5|798168.86|469035.435
68660|1190|81|1|981894.39|652610.27|473280.515
10103|209|78|1|723374.12|691017.6|507480.105
98991|225|25|3|744644.96|129158.96|454799.255
89540|734|95|3|663734.61|618455.43|549941.49
38881|1655|46|3|275559.39|162126.11|242156.375
35967|1529|71|2|570558.8|595726.29|153508.475
58185|628|65|1|249139.61|287817.48|546151.215
34516|1247|37|3|231493.0|669154.35|512931.365
56698|1581|65|3|398874.71|773129.97|481066.21
2723|480|91|1|341673.7|474847.36|164570.595
13838|1323|87|1|676810.65|228003.71|412482.165
73823|79|60|3|900947.81|228584.48|541629.16
6780|1297|41|1|109314.92|335881.16|154864.87
47935|1472|23|3|534009.99|648382.55|741952.3
74623|696|11|2|624094.72|170344.83|313768.42
41905|96|23|2|254804.72|864589.55|864241.845
92111|1131|41|3|106679.59|767730.28|583651.825
97393|1020|25|3|920179.16|824605.68|287053.66
94599|1304|50|1|975206.12|726651.15|751572.875
24268|1134|87|3|18377.68|251217.43|414302.9
38639|15|11|1|808655.73|781692.02|726419.225
4245|835|95|1|742641.6|354656.87|202842.89
59404|1566|18|3|381753.48|132920.7|384149.505
26932|56|90|3|271136.54|83756.01|242435.45
38838|1676|94|1|826019.48|932326.5|793148.43
13307|1822|71|2|15506.02|733754.78|484833.57
78567|517|43|1|104900.24|20597.25|238808.435
78203|45|52|1|265189.16|909344.67|180442.26
74899|530|72|1|401071.71|32337.0|728233.98
89251|387|12|1|596673.18|821289.54|483959.055
41757|1578|81|1|245929.17|368040.74|538297.91
36789|1468|59|1|32054.98|920362.67|364743.82
44483|210|66|2|414506.52|143294.03|427080.315
76036|1088|73|3|967366.71|612778.79|234159.91
75179|1672|75|2|945026.46|950609.87|628287.4
27382|784|30|2|350409.14|229934.91|230563.01
29631|657|7|1|394076.38|806686.47|865242.905
18798|399|98|1|535117.34|531823.64|755856.47
62903|1529|40|3|357342.63|576314.32|877348.075
69961|1711|8|1|116978.35|565214.07|211222.23
34638|459|26|3|678496.47|950648.64|569956.16
69622|1133|77|1|931844.08|304395.73|435961.065
43978|591|72|2|986828.15|928326.24|558988.285
13706|1372|68|3|954614.18|77908.2|867603.135
70733|188|37|2|128611.88|890966.96|450397.04
89408|1769|67|2|51746.1|719985.45|545782.0
16505|301|81|3|316348.3|822736.67|939622.135
98337|1204|68|1|958317.44|353014.95|602057.265
97004|225|94|2|586629.81|136265.6|502539.97
11635|795|29|2|79362.64|394873.68|628912.695
84725|19|90|2|3258.69|317589.1|95894.395
29095|159|75|3|794248.7|93884.83|830261.82
16648|1311|37|1|154460.38|559103.31|761526.39
2402|996|93|2|553930.69|204162.67|476152.235
15325|1167|21|3|928483.68|76544.26|656375.16
18183|1511|14|1|787210.62|322815.57|334479.115
82764|1614|54|3|309525.02|81706.08|190258.55
16255|515|84|3|824154.27|23896.0|740017.33
86945|834|20|1|264784.16|699422.66|480965.235
39799|226|45|1|252735.74|64665.79|426810.285
35734|1408|57|3|801501.63|79379.43|661332.51
49757|1473|19|3|121357.61|503548.86|432000.915
8210|735|78|2|841916.64|733513.71|685428.685
46897|1781|55|2|641090.43|450318.23|223528.17
82378|1596|24|1|555256.08|641697.03|813461.01
48853|1795|86|1|83777.29|127164.47|352647.89
85821|1054|17|3|316039.04|736069.18|669461.645
1836|1117|99|2|141967.66|936212.79|74519.265
70682|289|39|1|739530.74|610593.43|773616.91
5752|1032|26|2|497860.51|91113.67|622571.82
81158|231|97|2|335331.34|252113.12|129193.04
52233|995|80|1|565830.02|669817.67|507161.49
39297|1577|86|3|794258.8|301674.85|803180.755
2929|1394|95|1|180558.95|12916.76|835622.39
41813|1618|33|3|939080.26|383547.85|481741.505
29887|949|92|2|537379.77|524889.93|601865.865
45138|167|8|2|471869.38|722299.05|573708.905
36418|1813|99|1|470329.57|369639.25|301898.215
20806|1657|12|1|829166.69|334453.84|484644.245
75334|1078|17|2|337240.13|73777.97|320777.425
68970|1681|52|2|727594.54|610150.8|483202.445
12913|717|43|2|334257.55|466522.59|232127.975
86717|1638|87|1|445735.53|832099.12|785898.615
12775|1718|95|2|455697.02|175823.82|372527.345
17231|197|96|1|131565.06|312036.62|503725.42
43141|1020|85|2|532354.19|722637.46|505890.615
96001|1405|49|2|115442.07|571013.93|729544.665
4388|850|53|3|978785.72|569109.9|654104.675
79616|1180|36|3|126460.71|315538.14|348540.12
51272|264|43|2|461190.04|895887.19|38647.755
59385|912|60|2|952108.06|31545.65|948717.73
81451|1587|91|1|309033.26|265229.39|403762.625
92092|824|72|3|991023.6|187556.32|95792.93
99409|1283|88|2|133127.68|672458.59|743107.69
13954|1327|63|2|431237.67|113611.23|371861.455
71620|841|21|3|602902.35|739947.84|418603.05
50565|33|49|1|481198.01|590810.72|924463.795
36011|1341|93|1|453018.95|349707.07|750282.655
9919|218|70|3|841110.45|254452.22|362054.075
18926|799|96|1|851031.92|807449.03|676532.625
89688|92|96|3|428852.39|638842.93|273170.455
49237|746|97|3|712571.23|9092.43|469231.08
58257|1448|31|1|802969.02|781493.39|496948.835
50506|1100|54|1|870504.71|587083.04|792061.665
60034|521|40|1|955177.58|315451.3|349432.36
42127|309|88|1|993755.03|139033.24|342496.135
19115|379|68|2|874703.29|574565.25|704908.275
85612|1267|91|1|873647.19|104130.35|267427.825
43515|884|88|1|154379.86|738966.77|362212.965
23424|1035|13|3|344393.83|226769.89|194519.855
10243|998|11|1|45244.35|201785.53|236264.08
3284|1034|50|3|181386.96|880093.15|592137.705
14744|1081|30|2|607723.15|162032.66|161222.84
99295|733|54|2|471752.22|983082.26|705602.93
22943|982|87|2|263997.63|586498.34|613850.5
5237|696|37|2|949259.72|678419.17|691118.48
18783|1503|45|1|807264.93|801774.07|480354.155
91937|1382|95|2|500486.27|204973.43|209989.31
58343|114|63|3|968667.87|448873.25|761213.835
24845|651|30|2|791264.37|285700.3|190693.65
78659|1772|49|3|375399.99|381024.42|677462.815
2177|163|71|1|938605.42|778763.46|472120.08
14309|999|81|3|372227.64|543629.34|789925.41
61119|1566|46|3|161894.38|354629.33|878002.905
67430|371|14|2|311552.38|413850.7|374364.67
51735|125|7|2|488768.4|154121.18|471477.035
6383|1156|65|1|44346.25|560619.03|420330.53
66482|1430|22|3|87412.78|945712.27|314690.01
98398|1711|4|2|595178.79|189420.23|456665.67
81207|846|69|2|486029.72|682317.2|945111.465
38018|407|94|3|670334.24|724225.95|454135.18
83519|1580|71|2|57129.09|297923.95|581655.975
35689|86|32|1|85079.51|52607.88|721739.295
867|1270|66|2|492301.57|466309.68|495826.725
48696|1415|30|1|169370.0|253816.2|754438.77
23136|393|21|1|218145.34|482637.94|139050.65
97537|934|91|3|587275.84|616882.83|758487.195
21542|1441|47|3|305512.45|439705.78|350372.895
84123|19|77|2|852331.39|556369.86|540496.485
5979|1215|68|2|268295.95|583844.07|523647.915
63448|843|74|3|561922.88|937908.59|577257.095
62071|766|55|3|935576.25|619527.54|526715.905
8887|1323|6|3|47685.4|248590.96|661678.4
9229|810|3|3|54412.49|451700.92|536983.1
38892|1190|1|1|840116.64|183050.26|466081.585
51863|1538|67|3|877357.09|657855.07|679797.095
75636|207|57|3|416201.71|183410.27|842968.675
48646|1429|35|2|346263.46|925845.63|498498.135
10345|82|16|2|857401.98|761766.92|583112.645
28282|1378|4|1|776896.77|725578.66|322137.11
63672|1659|9|2|554113.64|988009.08|721083.095
94677|1730|69|3|295136.77|969839.8|145357.58
49535|834|36|2|508884.71|926150.41|814691.985
95782|1422|94|1|578537.81|353237.68|706423.71
71812|463|50|2|571307.59|181022.88|410556.415
10695|1232|88|1|614698.41|724213.41|99982.035
51658|1815|72|2|185299.06|628399.59|692843.9
49982|904|19|2|879273.05|406855.43|507804.36
24437|492|89|3|226927.12|381567.87|262686.735
9018|39|51|3|550730.93|947154.93|607164.92
31952|1104|35|2|694523.8|335202.06|745205.63
32955|1380|59|1|83417.96|769767.82|631520.445
57223|814|83|1|767447.01|420536.54|501641.38
60169|1376|51|1|510975.15|327617.51|892764.185
77307|1439|25|3|275790.64|335271.05|164486.775
13483|1206|84|2|670043.29|378507.57|262215.39
1601|1729|2|3|955209.13|254692.91|742752.65
80424|12|29|2|799249.45|694104.17|755655.07
12922|1571|51|3|180013.41|583000.09|701183.385
50259|974|21|1|896351.0|141641.06|756970.175
70991|1464|5|1|970753.25|58388.08|671312.15
74643|163|15|1|952223.12|824584.32|470126.525
19749|342|75|2|585954.75|138459.3|482758.09
12377|1329|84|2|413632.59|623640.38|198829.62
37286|1369|52|2|430956.14|948745.29|478393.615
51883|1287|76|3|116967.32|143012.12|353278.2
49375|285|91|3|639824.01|56599.41|547122.385
76775|140|98|3|590018.98|265492.44|690500.32
87348|1334|54|2|935899.27|771951.91|371172.965
83020|1430|91|1|975499.15|926710.21|647944.29
30607|703|43|1|113263.52|503706.4|783184.615
87206|647|94|2|573355.94|568618.57|496843.835
92124|1365|71|2|176882.52|335144.9|71451.445
18271|810|22|2|694197.57|41824.4|78571.35
88014|907|74|3|12796.17|714647.74|249727.435
55217|119|35|3|824956.71|726715.87|602957.16
77245|440|26|3|221449.69|20308.94|599625.865
597|1421|76|1|369478.3|76131.9|247610.435
21608|1453|27|3|321270.48|311120.86|724808.22
6044|176|51|3|29443.14|588397.68|469345.27
31649|1516|92|3|760368.51|525270.54|122893.955
45307|1638|89|3|266963.78|615137.56|606768.18
37504|496|77|1|640364.63|361567.15|483829.975
81133|352|12|3|229816.21|617426.0|631938.435
53915|1123|33|3|466760.9|332259.77|379472.115
5875|1132|85|2|665802.01|736016.18|842225.56
93367|1779|43|3|669332.93|745085.15|563141.145
78465|268|56|2|355895.15|184260.81|511074.04
28493|816|91|1|946181.82|195458.51|876381.95
57912|1692|93|2|68741.98|345922.59|459792.21
28129|896|1|1|321340.36|230476.79|818284.94
20065|500|17|2|416072.75|468894.83|782825.535
24402|855|24|2|803809.44|671043.05|244906.86
78201|986|57|1|331082.73|906166.8|696586.855
95342|653|84|3|765917.49|270367.93|641667.33
2948|734|59|1|451526.61|655524.6|451965.62
79105|377|66|3|45264.56|873652.39|279958.335
91666|394|99|2|901939.73|960738.79|395901.15
57169|1074|87|1|535027.99|512205.03|593076.415
57849|1207|86|1|708690.77|612551.55|681862.54
546|170|39|3|333321.48|776672.61|289512.755
96580|538|60|1|651259.21|338958.05|333602.135
32504|1797|16|1|203093.09|912273.15|622072.46
93644|83|17|1|836886.62|98032.9|765195.935
80212|1174|56|2|425282.67|261939.09|491240.98
776|41|99|2|686906.87|839349.9|584134.525
67435|1405|85|1|788275.77|953951.63|509404.715
21223|274|17|3|961304.56|396171.43|239237.44
28181|1477|18|3|711427.5|20549.74|461119.73
45115|93|27|3|530925.82|758045.65|739512.49
49336|1714|74|2|643419.24|424290.34|483336.025
36518|960|30|1|834633.82|916812.74|794521.66
88125|1723|65|1|529741.1|915433.21|634682.525
90810|1357|60|2|692.24|49259.6|553840.1
23150|1143|69|3|139747.39|244091.38|567436.54
56602|54|18|2|447084.34|29175.14|486166.2
75865|1030|28|1|363521.45|256943.04|412822.705
65774|674|17|2|53419.78|7341.47|368302.625
79395|1225|34|1|538090.31|455171.93|441253.165
18820|343|43|3|657584.72|259928.4|644925.61
57359|275|86|1|309222.81|419517.44|762868.93
90914|1215|19|2|875346.82|536901.3|622665.29
36229|1120|8|3|414017.69|9512.83|804717.32
98338|570|26|3|718390.8|438395.32|417042.82
92746|518|62|1|677864.92|414667.64|668157.375
54493|185|72|1|734256.17|892140.82|713552.845
19584|659|85|1|251763.42|280571.32|640598.095
95968|1812|31|3|613901.95|957630.62|697985.855
92633|739|64|2|304691.03|814590.05|610182.915
40500|296|40|3|813138.38|149150.98|504758.075
99116|1752|93|1|571695.44|793577.86|548588.01
47507|1310|85|2|392641.67|80518.11|107944.275
15377|1037|12|1|576010.22|478360.99|806929.73
14846|351|16|3|391166.97|787841.53|743992.415
9323|998|71|2|407838.2|994846.81|426017.45
16601|15|10|2|507833.8|665617.15|763014.715
54439|924|66|2|468565.04|365521.41|800739.92
44147|1397|79|1|40147.34|307796.07|645180.73
40972|1400|99|3|217742.74|686721.43|439189.15
39507|1306|48|3|455504.89|642463.49|496763.16
23415|549|98|2|921349.06|223486.7|482706.545
2189|602|16|2|20858.04|671596.04|312950.58
19653|1142|9|3|935165.17|364431.32|513777.93
69459|1817|89|3|932021.2|669454.88|499433.765
34147|447|3|3|374376.25|28026.98|658007.925
33145|1552|9|3|71189.52|63791.58|341981.085
86542|884|45|3|298047.66|672674.26|263240.255
22984|256|17|2|716988.63|665050.31|190782.47
23065|688|27|1|478659.95|381249.66|490166.685
24717|1353|47|1|96827.37|401102.63|589952.08
76297|1753|42|1|502289.51|748896.36|324782.24
6134|115|4|3|68019.15|555938.96|646417.785
35359|643|68|3|897082.41|16649.08|316852.41
8602|820|25|2|419332.85|917136.61|478663.235
11301|1682|44|2|794171.03|505848.69|675759.325
66475|1067|28|3|584812.56|982541.44|408244.005
39796|834|8|1|865112.74|984776.76|651149.65
68489|417|66|1|867656.01|56834.34|500656.225
74928|1363|23|2|634591.64|462802.24|870853.28
61318|737|97|2|40710.11|419076.91|728897.205
23169|1181|53|1|60342.99|861863.25|576456.84
57492|344|2|3|25160.18|827737.35|335538.825
48657|1137|96|1|618446.74|379303.83|209929.16
17564|383|51|2|800807.34|826532.36|337667.26
6546|1603|85|3|280600.17|62022.63|330840.715
87715|1515|37|1|799593.35|836009.05|773552.76
41775|1368|70|1|167060.47|693572.33|696729.37
47175|697|96|3|917138.33|452732.98|623464.955
6656|1827|84|1|543873.34|337148.14|485274.83
14146|1703|41|1|920948.67|294392.15|160381.065
89971|1598|9|3|5771.57|28727.88|631158.245
91312|941|37|2|783299.22|751586.13|516678.725
83957|1496|43|2|943335.09|310291.5|736581.39
99162|738|92|2|843012.75|63397.97|247659.98
14304|1772|56|3|657063.62|909344.88|512571.495
52327|1647|12|2|362915.65|781535.22|376538.35
54712|767|28|3|558577.08|157414.54|563623.47
25258|1752|62|1|664565.81|876727.2|358459.39
10333|715|78|1|981210.13|153056.37|445851.43
29696|1531|89|3|382294.27|645295.04|322108.94
45021|588|88|3|430324.2|50421.68|649983.41
9290|1000|5|3|900076.24|469033.84|568998.73
74836|1589|42|3|511521.07|109838.74|382242.515
13739|1073|63|2|343561.86|267001.22|520891.42
24942|742|63|2|450563.53|16221.22|472833.37
52177|62|65|3|58513.39|778060.75|691666.955
34799|628|53|2|144758.01|492866.29|530627.365
68902|1807|41|1|194922.87|117250.88|338270.14
82749|1771|66|3|929722.09|326632.69|592945.395
45795|1468|6|3|673442.74|709790.08|634663.495
86348|1817|80|3|930107.96|457208.09|526662.595
32954|718|91|1|295652.58|108408.35|394538.4
97784|1462|7|1|917898.95|428990.09|237962.855
47333|113|84|1|682793.39|5500.44|612707.105
60538|761|24|2|612232.15|172825.91|494866.955
97303|564|3|2|678076.43|136497.77|839934.455
76458|1131|12|2|724469.97|53002.55|930816.98
29895|880|9|1|747688.06|321352.22|526314.76
91951|395|87|1|700547.1|800605.55|459919.255
38987|1225|65|2|672586.77|498105.87|427252.81
18284|1406|93|2|87754.97|850575.21|417479.53
92293|1017|98|3|129630.44|358224.45|600198.56
11779|1447|36|3|604921.35|875485.29|672938.98
25537|1711|37|2|629235.25|601408.12|728885.275
31079|246|49|3|446590.62|654791.15|262826.425
41563|1705|92|1|924038.38|539939.84|592109.695
93163|371|61|3|1846.71|737549.47|691195.285
35152|1112|98|1|729335.2|521864.03|738664.98
27209|1507|2|3|934836.41|262225.87|587663.575
88976|772|64|2|599277.26|705654.47|239239.44
70275|1536|9|1|269374.82|385246.9|603167.815
61467|786|50|3|923261.13|668183.17|283841.255
78488|1692|50|2|414182.13|405116.26|690566.38
37834|1482|98|2|988973.85|348917.8|689551.655
10341|80|35|3|278295.21|893074.47|936084.165
45284|348|83|2|563172.83|301491.71|664065.545
56233|913|22|2|817452.34|158561.22|557451.45
14036|97|34|1|851371.4|798807.92|285925.59
80591|275|91|3|509187.89|501525.66|144853.475
61426|650|47|3|35185.86|386713.04|712015.2
44286|219|67|1|234970.64|876786.55|416098.085
36549|22|39|1|605375.57|314533.23|574725.62
42269|1298|15|2|556358.52|952420.53|134447.205
80339|327|25|3|33187.88|989348.8|401223.875
7140|1000|2|1|448312.55|354478.9|728762.7
44935|1600|13|3|797177.32|924484.01|301947.72
10872|1362|49|2|614935.36|138978.29|549320.785
39241|404|51|1|472703.44|326032.98|693490.875
89744|757|56|3|924543.75|623459.38|646689.585
96216|1544|70|2|6743.97|270706.88|620094.165
54827|588|58|2|464012.18|946793.83|365497.34
98717|1565|1|2|945027.86|950501.77|283180.73
54000|679|84|2|177338.7|769285.15|166198.59
26769|997|58|2|891901.48|714338.76|332675.075
49392|663|20|3|376675.56|727971.53|904634.66
53627|294|1|3|774962.22|798802.89|493738.775
77859|1351|11|1|417828.2|786756.51|676264.71
21827|1257|9|2|621541.29|579523.0|494469.665
95204|422|7|3|630802.65|767264.22|599571.895
85869|389|1|1|302795.51|586693.51|720051.555
77983|723|78|1|885545.56|68437.39|266672.78
71190|1401|96|3|408259.28|697178.04|698285.38
72504|1115|99|3|24791.78|840582.44|470582.5
82224|1495|83|3|637671.26|226571.72|415776.735
82058|1386|92|3|483676.61|395443.97|481508.665
11211|1460|18|3|943059.1|640178.29|588663.085
50670|499|72|2|678836.0|100690.78|677123.045
78946|463|64|1|370235.9|830349.88|560373.275
30157|1480|16|1|907554.86|274248.44|735596.325
42776|738|58|1|130299.94|92464.74|261089.52
79728|62|67|2|349270.87|958247.24|796629.465
76347|1773|7|1|608422.29|5396.91|390117.835
57230|1463|62|3|193277.4|703803.28|416054.71
21992|775|29|3|304424.81|435295.71|433990.545
43379|1420|61|1|169508.02|340311.23|846522.135
65677|39|95|2|101690.49|902593.98|198045.775
89535|806|84|3|957428.51|293809.18|306599.83
40697|703|85|3|101505.8|731677.1|266340.985
67490|680|12|1|281408.65|66873.01|575783.63
20390|1376|56|1|853283.15|929434.84|404376.51
99941|784|16|1|58476.88|619378.46|574942.265
46539|11|13|1|233605.14|445469.03|770054.425
34616|682|49|1|440748.92|964478.91|896617.595
50983|1027|80|2|735142.89|595855.67|465748.835
39710|231|36|3|166780.29|371840.33|538726.585
7604|607|57|3|895502.77|821866.05|282395.78
96679|1199|49|2|888540.42|716265.18|431972.695
58846|305|61|2|699380.26|394365.63|521441.435
2630|484|72|3|321721.74|574771.82|774998.735
69225|1330|89|1|288312.47|406028.11|29859.69
15304|1241|52|2|120650.72|334926.49|301713.655
8067|336|77|3|290349.1|410000.28|455741.92
56814|893|40|2|789470.2|601967.06|684259.53
61945|1639|6|3|215708.12|419267.79|504164.745
85274|1028|96|3|739847.34|519579.07|795450.76
39232|1791|34|3|255675.36|518327.18|120447.4
40777|611|76|3|242003.82|846682.25|427612.7
84830|1235|14|3|362968.07|285832.4|738045.06
70206|1447|15|3|742506.96|374385.37|253242.305
26421|224|50|1|582425.16|710935.64|492702.76
59512|209|55|3|257618.76|235779.14|390892.225
28123|1459|26|2|679373.53|163149.0|341349.155
88778|1541|48|1|51282.63|9911.94|573389.085
20833|1221|73|3|923818.64|421909.74|548598.645
17366|1389|64|3|211200.43|573851.48|532743.05
55145|1501|96|3|661802.77|276493.25|420900.99
87573|889|22|1|665454.27|100975.07|721714.15
80604|1598|69|2|406825.89|310061.51|621088.91
17787|890|77|3|887516.85|874951.36|604577.385
20576|1432|69|3|764864.95|453179.35|269769.11
60931|284|48|1|619822.73|256124.19|254371.76
16140|103|75|2|269724.27|635227.31|309720.58
85984|741|57|1|530558.61|652414.28|556878.61
65108|1791|11|1|942329.63|203263.73|158892.045
55474|1810|31|1|154880.75|984134.39|80047.775
65266|1006|95|1|956778.5|471595.47|827713.29
53713|1015|100|1|752289.48|799452.98|735718.57
20536|1824|45|1|458083.62|536272.04|711623.65
64789|354|17|1|388222.11|660390.54|472263.11
89504|610|48|1|375232.02|681357.9|478573.29
90105|356|35|3|594455.07|459479.9|203387.28
92774|1045|70|2|278460.63|917121.55|360404.075
34493|953|64|2|319601.08|524208.4|843153.615
55503|1827|16|2|710483.3|875015.35|567949.62
79327|1583|70|2|304625.46|827117.29|430552.61
29944|678|31|1|989995.84|804379.43|471305.365
61316|353|64|3|899702.32|710929.38|186200.09
83178|1633|68|3|295319.41|419973.7|528696.07
95285|418|94|2|110489.86|938992.07|585125.615
83255|1552|49|1|47275.54|103481.22|214068.815
10126|721|63|2|41270.6|519599.19|724250.55
20259|2|14|3|81075.16|698549.65|436701.295
76148|107|59|1|379910.72|213746.75|649552.03
97642|1507|31|1|978296.75|868717.67|509625.685
96162|1281|58|3|796683.38|187082.64|868524.45
11942|1348|100|3|672683.02|551340.77|543816.47
80388|399|18|2|683108.78|395767.42|262618.82
58440|835|60|2|842386.76|401552.39|359987.74
17801|1451|28|3|277275.6|690852.45|196022.05
53393|392|39|2|226721.92|92468.97|821740.845
28578|1186|34|2|221682.6|97890.66|549400.24
4922|784|91|1|35797.68|755596.54|841054.045
51924|305|37|3|94664.45|863146.66|755702.73
61623|381|94|2|178465.43|349787.98|543824.22
55821|1491|89|2|829414.08|969996.12|814594.11
13228|93|91|1|57684.11|620343.17|491139.93
80950|1062|44|2|176227.67|455965.54|257180.46
75314|756|26|1|637733.21|718378.95|527086.78
15716|480|28|3|114185.32|374260.84|713582.1
5615|1722|4|3|805831.08|169920.76|516983.085
16670|525|78|3|410200.35|549371.64|504364.38
88762|423|22|1|77946.99|971095.08|692667.805
56447|634|90|1|106573.5|53836.77|559791.085
75619|1484|30|2|396439.49|695628.63|222003.685
84716|1569|7|2|878110.21|61729.83|513858.705
91726|1157|51|3|890734.74|247594.3|830053.475
30227|602|34|1|221525.28|113508.8|725175.395
68355|1082|70|2|338157.03|368474.7|510922.155
52996|852|55|1|596387.55|59738.73|248255.665
6708|1674|60|2|722767.67|532139.79|293334.69
81302|415|93|1|358413.71|288023.64|331372.96
26031|1394|28|2|483850.21|309653.48|468328.585
21422|1453|53|1|273896.69|759689.67|632754.54
99200|1503|45|2|33993.97|186118.67|661625.145
12836|183|55|2|104732.49|552659.61|436035.535
74277|852|66|3|45513.29|306892.58|223148.815
1236|396|23|1|311683.11|745263.52|130348.165
44774|1308|28|1|916232.07|942697.09|439543.24
27366|1468|94|2|883387.0|534274.9|498129.55
65422|550|21|1|155618.52|513397.18|529541.925
22999|1113|68|1|892439.21|622856.62|658031.34
19204|74|93|1|500379.86|165516.36|137664.545
81642|346|67|3|144979.2|173767.69|481647.505
41829|1128|41|3|311258.64|615814.01|698004.08
20943|1750|6|3|237631.61|189009.82|819303.01
47317|1709|3|3|257725.92|834929.9|599382.315
47642|765|88|1|961388.0|843545.47|788066.745
17100|1144|12|2|310612.21|726845.62|255031.275
37069|1771|75|3|272131.27|262191.79|335213.835
28371|1274|66|1|977268.3|351693.02|726790.605
36628|969|58|3|720485.06|923474.98|374348.155
50999|832|73|2|135303.51|690808.04|167666.5
87843|239|10|1|881585.0|490692.2|499807.475
79415|934|78|3|192812.48|848116.3|536556.475
48065|822|98|3|110969.13|860791.96|923232.985
65693|1376|32|1|561780.12|668768.38|356318.1
4732|1064|68|3|804948.41|875281.72|790578.845
64817|1674|41|1|653513.49|690982.76|598624.76
14214|282|1|3|777687.08|457435.67|533227.715
68747|320|13|2|420045.31|325805.81|334886.145
54678|54|19|2|430876.83|140370.52|632358.44
4471|1016|17|3|824322.46|252520.59|416377.14
55392|634|19|2|380643.29|216762.98|521671.48
28529|1815|30|3|372152.06|224728.87|100277.345
80693|1664|2|1|368076.98|473322.2|687261.965
60679|477|31|3|251572.67|474184.48|377658.28
91536|1642|43|1|567833.92|324764.85|261661.865
85963|538|27|2|643205.79|680191.62|526780.505
4750|1766|57|3|833982.46|191667.3|516485.595
23081|412|85|1|373945.4|293688.82|251486.68
41955|88|96|1|869686.86|466159.14|340536.065
46473|70|22|1|279882.89|267298.18|413804.135
11058|678|92|1|473468.22|94499.85|497920.315
5725|1546|5|1|743251.61|706836.03|772613.54
83205|814|15|2|733750.77|490827.81|274785.78
16819|1230|30|2|512454.01|508014.34|459100.3
